Designator,Mid X,Mid Y,Rotation,Layer
C1,138.78,-54.09,0.0,top
C2,143.422,-67.132,0.0,top
C3,135.46,-58.12,180.0,top
C4,138.74,-58.09,0.0,top
C5,138.74,-56.36,0.0,top
C6,126.13,-63.81,270.0,top
C7,126.15,-67.125,90.0,top
J1,134.67,-53.17,180.0,bottom
J2,120.48,-56.995,0.0,bottom
SMA1,120.56,-65.39,0.0,bottom
SMA2,149.247,-67.132,0.0,bottom
U1,134.597,-66.362,270.0,top
outline1,75.627831,-63.034334,0.0,top
