Designator,Mid X,Mid Y,Rotation,Layer
IC2,89.87,-49.67,270.0,top
R1,87.41,-51.55,225.0,top
SMA1,83.004999,-49.71,0.0,top
SMA2,91.840001,-52.4525,90.0,top
SMA3,91.72,-46.8875,270.0,top
outline1,88.98,-49.68,0.0,top
